Group	Species	Classification	sppsOnBins	N	N_Institutes	taxIDs	BINs	Phylum	Order	Family	Genus
Elasmobranchii	Mustelus mento	D		8	1	162250		Chordata	Carcharhiniformes	Triakidae	Mustelus
Elasmobranchii	Myliobatis aquila	A	Myliobatis aquila	22	7	52096	BOLD:AAC6922	Chordata	Myliobatiformes	Myliobatidae	Myliobatis
Elasmobranchii	Myliobatis longirostris	D	Myliobatis longirostris	2	1	179838	BOLD:AAG6600	Chordata	Myliobatiformes	Myliobatidae	Myliobatis
Elasmobranchii	Myliobatis peruvianus	D		2	2	853137		Chordata	Myliobatiformes	Myliobatidae	Myliobatis
Elasmobranchii	Narcine entemedor	D		28	6	183107		Chordata	Torpediniformes	Narcinidae	Narcine
Elasmobranchii	Nebrius ferrugineus	A	Nebrius ferrugineus	9	3	72401	BOLD:AAD0854	Chordata	Orectolobiformes	Ginglymostomatidae	Nebrius
Elasmobranchii	Negaprion acutidens	A	Negaprion acutidens	33	5	12781	BOLD:AAC6405	Chordata	Carcharhiniformes	Carcharhinidae	Negaprion
Elasmobranchii	Negaprion brevirostris	A	Negaprion brevirostris	14	3	122041	BOLD:AAC0917	Chordata	Carcharhiniformes	Carcharhinidae	Negaprion
Elasmobranchii	Notorynchus cepedianus	A	Notorynchus cepedianus	9	5	54189	BOLD:AAC7938	Chordata	Hexanchiformes	Hexanchidae	Notorynchus
Elasmobranchii	Odontaspis ferox	A	Odontaspis ferox	4	3	85725	BOLD:AAD5445	Chordata	Lamniformes	Odontaspididae	Odontaspis
Elasmobranchii	Prionace glauca	A	Prionace glauca	62	15	12783	BOLD:AAA7096	Chordata	Carcharhiniformes	Carcharhinidae	Prionace
Elasmobranchii	Pristis pristis	E*	Pristis pristis,Pristis microdon	10	2	182142	BOLD:AAB3264	Chordata	Pristiformes	Pristidae	Pristis
Elasmobranchii	Psammobatis rudis	E*	Psammobatis normani,Psammobatis rudis	11	1	54133	BOLD:AAB7451	Chordata	Rajiformes	Arhynchobatidae	Psammobatis
Elasmobranchii	Psammobatis scobina	F		0	0	853139		Chordata	Rajiformes	Arhynchobatidae	Psammobatis
Elasmobranchii	Pseudobatos glaucostigmus	D		19	4	179840		Chordata	Rajiformes	Rhinobatidae	Pseudobatos
Elasmobranchii	Pseudobatos percellens	B	Pseudobatos percellens	6	1	258187	BOLD:ADR7974	Chordata	Rajiformes	Rhinobatidae	Pseudobatos
Elasmobranchii	Pseudocarcharias kamoharai	A	Pseudocarcharias kamoharai	4	3	48033	BOLD:AAD5407	Chordata	Lamniformes	Pseudocarchariidae	Pseudocarcharias
Elasmobranchii	Pteroplatytrygon violacea	A	Pteroplatytrygon violacea	8	6	125593	BOLD:AAF5129	Chordata	Myliobatiformes	Dasyatidae	Pteroplatytrygon
Elasmobranchii	Raja velezi	D		12	3	12749		Chordata	Rajiformes	Rajidae	Raja
Elasmobranchii	Rhincodon typus	A	Rhincodon typus	16	5	91693	BOLD:AAB9740	Chordata	Orectolobiformes	Rhincodontidae	Rhincodon
Elasmobranchii	Rhinoptera steindachneri	D		21	2	183105		Chordata	Myliobatiformes	Myliobatidae	Rhinoptera
Elasmobranchii	Rhizoprionodon longurio	D	Rhizoprionodon longurio	3	1	162008	BOLD:AAD4458	Chordata	Carcharhiniformes	Carcharhinidae	Rhizoprionodon
Elasmobranchii	Schroederichthys bivius	B	Schroederichthys bivius	8	1	54145	BOLD:AAC6303	Chordata	Carcharhiniformes	Scyliorhinidae	Schroederichthys
Elasmobranchii	Schroederichthys chilensis	B	Schroederichthys chilensis	5	1	66212	BOLD:AAE3835	Chordata	Carcharhiniformes	Scyliorhinidae	Schroederichthys
Elasmobranchii	Sphyrna corona	B	Sphyrna corona	4	1	179890	BOLD:AAC4631	Chordata	Carcharhiniformes	Sphyrnidae	Sphyrna
Elasmobranchii	Sphyrna lewini	C	Sphyrna lewini	196	16	16981	BOLD:AAA2406,BOLD:AAA2404,BOLD:AAA2402,BOLD:AAA2403	Chordata	Carcharhiniformes	Sphyrnidae	Sphyrna
Elasmobranchii	Sphyrna mokarran	A	Sphyrna mokarran	48	7	55546	BOLD:AAA7684	Chordata	Carcharhiniformes	Sphyrnidae	Sphyrna
Elasmobranchii	Sphyrna tiburo	C	Sphyrna tiburo	45	4	72062	BOLD:AAA7916,BOLD:ADK7234	Chordata	Carcharhiniformes	Sphyrnidae	Sphyrna
Elasmobranchii	Sphyrna zygaena	A	Sphyrna zygaena	74	10	16977	BOLD:AAA6753	Chordata	Carcharhiniformes	Sphyrnidae	Sphyrna
Elasmobranchii	Squalus acanthias	E**	Squalus brevirostris,Squalus suckleyi,Squalus acanthias,Squalus cubensis,Squalus megalops,Squalus blainville	212	13	12653	BOLD:AAA1550,BOLD:AAA1547	Chordata	Squaliformes	Squalidae	Squalus
Elasmobranchii	Squatina californica	D	Squatina californica	3	3	92270	BOLD:AAF2539,BOLD:AAA9145	Chordata	Squatiniformes	Squatinidae	Squatina
Elasmobranchii	Taeniura meyeni	A	Taeniura meyeni	12	6	97600	BOLD:AAE9657	Chordata	Myliobatiformes	Dasyatidae	Taeniura
Elasmobranchii	Tetronarce tremens	D		3	2	754755		Chordata	Torpediniformes	Torpedinidae	Tetronarce
Elasmobranchii	Triaenodon obesus	C	Triaenodon obesus	11	6	55543	BOLD:AAC5774,BOLD:ADM4542	Chordata	Carcharhiniformes	Carcharhinidae	Triaenodon
Elasmobranchii	Urolophus halleri	D	Urolophus halleri	3	2	496001	BOLD:AAD2269	Chordata	Myliobatiformes	Urolophidae	Urolophus
Elasmobranchii	Urotrygon chilensis	D	Urotrygon chilensis	1	1	601373	BOLD:ADH5727	Chordata	Myliobatiformes	Urotrygonidae	Urotrygon
Elasmobranchii	Zapteryx exasperata	D	Zapteryx exasperata	1	1	179854	BOLD:AAJ9599	Chordata	Rajiformes	Rhinobatidae	Zapteryx
Elasmobranchii	Zearaja chilensis	E**	Zearaja argentinensis,Zearaja nasuta,Zearaja brevicaudata,Zearaja chilensis	9	1	270516	BOLD:AAB5856,BOLD:AAB5857	Chordata	Rajiformes	Rajidae	Zearaja
Invertebrates	Abatus agassizii	F		0	0	222178		Echinodermata	Spatangoida	Schizasteridae	Abatus
Invertebrates	Abatus cavernosus	D		5	1	79271		Echinodermata	Spatangoida	Schizasteridae	Abatus
Invertebrates	Abylopsis tetragona	D		5	2	461338		Cnidaria	Siphonophorae	Abylidae	Abylopsis
Invertebrates	Abyssocucumis abyssorum	D		4	1	222679		Echinodermata	Dendrochirotida	Cucumariidae	Abyssocucumis
Invertebrates	Abyssorchomene abyssorum	F		0	0	754879		Arthropoda	Amphipoda	Uristidae	Abyssorchomene
Invertebrates	Acanthephyra curtirostris	C	Acanthephyra curtirostris	5	1	78428	BOLD:ACS6197,BOLD:AAE1461	Arthropoda	Decapoda	Acanthephyridae	Acanthephyra
Invertebrates	Acanthina monodon	F		0	0	199876		Mollusca	Neogastropoda	Muricidae	Acanthina
Invertebrates	Acanthocope galatheae	D		32	1	123927		Arthropoda	Isopoda	Munnopsidae	Acanthocope
Invertebrates	Acanthocyclus albatrossis	B	Acanthocyclus albatrossis	12	1	512252	BOLD:AAZ5227	Arthropoda	Decapoda	Belliidae	Acanthocyclus
Invertebrates	Acanthocyclus gayi	B	Acanthocyclus gayi	4	1	512251	BOLD:AAZ5228	Arthropoda	Decapoda	Belliidae	Acanthocyclus
Invertebrates	Acanthocyclus hassleri	D	Acanthocyclus hassleri	3	1	512250	BOLD:AAZ5374	Arthropoda	Decapoda	Belliidae	Acanthocyclus
Invertebrates	Acanthogorgia aspera	F		0	0	668083		Cnidaria	Alcyonacea	Acanthogorgiidae	Acanthogorgia
Invertebrates	Acharax johnsoni	D		5	1	600741		Mollusca	Solemyida	Solemyidae	Acharax
Invertebrates	Achelia assimilis	C	Achelia assimilis	14	1	103191	BOLD:AAF1376,BOLD:AAZ5193,BOLD:AAZ5192,BOLD:AAZ5194	Arthropoda	Pantopoda	Ammotheidae	Achelia
Invertebrates	Achtheinus oblongus	F		0	0	199945		Arthropoda	Siphonostomatoida	Pandaridae	Achtheinus
Invertebrates	Acrocalanus andersoni	F		0	0	668270		Arthropoda	Calanoida	Paracalanidae	Acrocalanus
Invertebrates	Acrocalanus gibber	D		10	2	349760		Arthropoda	Calanoida	Paracalanidae	Acrocalanus
Invertebrates	Acrocalanus gracilis	D		2	1	668271		Arthropoda	Calanoida	Paracalanidae	Acrocalanus
Invertebrates	Acrocalanus longicornis	F		0	0	675519		Arthropoda	Calanoida	Paracalanidae	Acrocalanus
Invertebrates	Acrocalanus monachus	F		0	0	211872		Arthropoda	Calanoida	Paracalanidae	Acrocalanus
Invertebrates	Acropora valida	D		4	2	85322		Cnidaria	Scleractinia	Acroporidae	Acropora
Invertebrates	Actinauge verrillii	D		0	1	516162		Cnidaria	Actiniaria	Hormathiidae	Actinauge
Invertebrates	Actinostola callosa	D	Actinostola callosa	1	1	599949	BOLD:AAP1192	Cnidaria	Actiniaria	Actinostolidae	Actinostola
Invertebrates	Aeginura grimaldii	D		0	1	593598		Cnidaria	Narcomedusae	Aeginidae	Aeginura
Invertebrates	Aequorea forskalea	D		0	1	593606		Cnidaria	Leptothecata	Aequoreidae	Aequorea
Invertebrates	Aequorea macrodactyla	F		0	0	649035		Cnidaria	Leptothecata	Aequoreidae	Aequorea
Invertebrates	Aetideopsis minor	D		11	3	263607		Arthropoda	Calanoida	Aetideidae	Aetideopsis
Invertebrates	Aetideopsis multiserrata	F		0	0	152196		Arthropoda	Calanoida	Aetideidae	Aetideopsis
Invertebrates	Aetideus armatus	D	Aetideus armatus	1	1	92375	BOLD:AAJ1274	Arthropoda	Calanoida	Aetideidae	Aetideus
Invertebrates	Aetideus bradyi	F		0	0	649039		Arthropoda	Calanoida	Aetideidae	Aetideus
Invertebrates	Agalma elegans	D		7	1	24342		Cnidaria	Siphonophorae	Agalmatidae	Agalma
Invertebrates	Aglaophamus trissophyllus	D		1	1	377873		Annelida	Phyllodocida	Nephtyidae	Aglaophamus
Invertebrates	Aglaophenia struthionides	D		0	1	593623		Cnidaria	Leptothecata	Aglaopheniidae	Aglaophenia
Invertebrates	Aglaura hemistoma	F		0	0	656361		Cnidaria	Trachymedusae	Rhopalonematidae	Aglaura
Invertebrates	Alacia alata	F		0	0	936268		Arthropoda	Halocyprida	Halocyprididae	Alacia
Invertebrates	Alacia valdiviae	D		1	1	249281		Arthropoda	Halocyprida	Halocyprididae	Alacia
Invertebrates	Alcyonium haddoni	F		0	0	649075		Cnidaria	Alcyonacea	Alcyoniidae	Alcyonium
Invertebrates	Alcyonium varum	F		0	0	505931		Cnidaria	Alcyonacea	Alcyoniidae	Alcyonium
Invertebrates	Alitta succinea	E**	Alitta succinea,Hediste diversicolor	5	1	285932	BOLD:AAL7714,BOLD:ACO7210	Annelida	Phyllodocida	Nereididae	Alitta
Invertebrates	Allopetrolisthes angulosus	D	Allopetrolisthes angulosus	2	1	393127	BOLD:ABV8835	Arthropoda	Decapoda	Porcellanidae	Allopetrolisthes
Invertebrates	Alpheus floridanus	D	Alpheus floridanus	3	2	213961	BOLD:AAW1809,BOLD:ACU1957	Arthropoda	Decapoda	Alpheidae	Alpheus
Invertebrates	Alpheus hebes	F		0	0	173966		Arthropoda	Decapoda	Alpheidae	Alpheus
Invertebrates	Alpheus lottini	C	Alpheus lottini	7	2	84069	BOLD:ACH5410,BOLD:ACH6075,BOLD:AAJ5102	Arthropoda	Decapoda	Alpheidae	Alpheus
Invertebrates	Alpheus panamensis	F		0	0	173958		Arthropoda	Decapoda	Alpheidae	Alpheus
Invertebrates	Alpheus paracrinitus	C	Alpheus paracrinitus	6	2	173955	BOLD:AAU0571,BOLD:ADP3337,BOLD:ADP0639	Arthropoda	Decapoda	Alpheidae	Alpheus
Invertebrates	Alpheus saxidomus	F		0	0	173952		Arthropoda	Decapoda	Alpheidae	Alpheus
Invertebrates	Alvinella caudata	F		0	0	285935		Annelida	Terebellida	Alvinellidae	Alvinella
Invertebrates	Alvinella pompejana	F		0	0	28533		Annelida	Terebellida	Alvinellidae	Alvinella
Invertebrates	Alvinocaris lusca	F		0	0	715167		Arthropoda	Decapoda	Alvinocarididae	Alvinocaris
Invertebrates	Ameritella carpenteri	C	Ameritella carpenteri	4	1	299421	BOLD:AAW6441,BOLD:ACH0663	Mollusca	Cardiida	Tellinidae	Ameritella
Invertebrates	Amphibalanus amphitrite	D	Amphibalanus amphitrite	2	1	148897	BOLD:AAI7707	Arthropoda	Sessilia	Balanidae	Amphibalanus
Invertebrates	Amphicaryon acaule	F		0	0	649154		Cnidaria	Siphonophorae	Prayidae	Amphicaryon
Invertebrates	Amphicaryon ernesti	D		1	1	461346		Cnidaria	Siphonophorae	Prayidae	Amphicaryon
Invertebrates	Amphipholis squamata	E**	Amphiodia psara,Amphipholis squamata	32	6	84451	BOLD:ACJ0858,BOLD:ADL9654,BOLD:AAE2589,BOLD:ACK0009,BOLD:AAD7203,BOLD:ADR2718,BOLD:AAJ2302,BOLD:ACC6924,BOLD:ADA2838,BOLD:ADR2717,BOLD:ADI0091,BOLD:ACT9917,BOLD:ADR2716,BOLD:AAM3065	Echinodermata	Amphilepidida	Amphiuridae	Amphipholis
Invertebrates	Amphisamytha galapagensis	F		0	0	668623		Annelida	Terebellida	Ampharetidae	Amphisamytha
Invertebrates	Amphisbetia furcata	D		0	1	593650		Cnidaria	Leptothecata	Sertulariidae	Amphisbetia
Invertebrates	Amphisbetia operculata	D		0	1	593652		Cnidaria	Leptothecata	Sertulariidae	Amphisbetia
Invertebrates	Amphiura belgicae	C	Amphiura belgicae	14	1	218677	BOLD:AAB6747,BOLD:AAB6749,BOLD:AAB6748	Echinodermata	Amphilepidida	Amphiuridae	Amphiura
Invertebrates	Anadara tuberculosa	D		7	3	371339		Mollusca	Arcida	Arcidae	Anadara
Invertebrates	Anatoma euglypta	D	Anatoma euglypta	2	1	26542	BOLD:AAF3855	Mollusca	Lepetellida	Anatomidae	Anatoma
Invertebrates	Ancistrosyllis groenlandica	D	Ancistrosyllis groenlandica	1	1	660279	BOLD:ACR2781,BOLD:ADR2382	Annelida	Phyllodocida	Pilargidae	Ancistrosyllis
Invertebrates	Anemonia alicemartinae	F		0	0	798767		Cnidaria	Actiniaria	Actiniidae	Anemonia
Invertebrates	Anomia peruviana	D		0	1	311462		Mollusca	Pectinida	Anomiidae	Anomia
Invertebrates	Anoplodactylus californicus	C	Anoplodactylus californicus	8	1	103220	BOLD:AAR3334,BOLD:AAZ5288	Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus
Invertebrates	Anoplodactylus erectus	F		0	0	103188		Arthropoda	Pantopoda	Phoxichilidiidae	Anoplodactylus
Invertebrates	Antarctotetilla leptoderma	F		0	0	852531		Porifera	Tetractinellida	Tetillidae	Antarctotetilla
Invertebrates	Antarctothoa discreta	F		0	0	152744		Bryozoa	Cheilostomatida	Hippothoidae	Antarctothoa
Invertebrates	Antholoba achates	D		4	1	502605		Cnidaria	Actiniaria	Actinostolidae	Antholoba
Invertebrates	Anthoptilum grandiflorum	D	Umbellula lindahli,Halipteris willemoesi,Halipteris finmarchica,Anthoptilum grandiflorum	2	1	395043	BOLD:ACL7067,BOLD:ABX8941	Cnidaria	Pennatulacea	Anthoptilidae	Anthoptilum
Invertebrates	Anthosoma crassum	F		0	0	512692		Arthropoda	Siphonostomatoida	Dichelesthiidae	Anthosoma
Invertebrates	Antisabia foliacea	D		1	1	105346		Mollusca	Littorinimorpha	Hipponicidae	Antisabia
Invertebrates	Aora typica	B	Aora typica	4	1	212371	BOLD:AAY5438	Arthropoda	Amphipoda	Aoridae	Aora
Invertebrates	Aphelochaeta multifilis	D	Aphelochaeta multifilis	1	1	541655	BOLD:ACH0997	Annelida	Terebellida	Cirratulidae	Aphelochaeta
Invertebrates	Aphera tessellata	D	Aphera tessellata	1	1	315476	BOLD:AAO1384	Mollusca	Neogastropoda	Cancellariidae	Aphera
Invertebrates	Aphotopontius mammillatus	F		0	0	656408		Arthropoda	Siphonostomatoida	Dirivultidae	Aphotopontius
Invertebrates	Aporocidaris milleri	D	Notocidaris mortenseni,Goniocidaris florigera,Goniocidaris parasol,Ctenocidaris aotearoa,Aporocidaris milleri,Notocidaris lanceolata	1	1	217518	BOLD:AAC5708	Echinodermata	Cidaroida	Ctenocidaridae	Aporocidaris
Invertebrates	Apseudes spinosus	D	Apseudes spinosus	2	1	528007	BOLD:ACV8390	Arthropoda	Tanaidacea	Apseudidae	Apseudes
Invertebrates	Arca mutabilis	F		0	0	32051		Mollusca	Arcida	Arcidae	Arca
Invertebrates	Archinome rosacea	F		0	0	657551		Annelida	Amphinomida	Amphinomidae	Archinome
Invertebrates	Arcopsis solida	F		0	0	32048		Mollusca	Arcida	Noetiidae	Arcopsis
Invertebrates	Arenaeus mexicanus	D		2	2	668494		Arthropoda	Decapoda	Portunidae	Arenaeus
Invertebrates	Argonauta hians	D		6	3	386815		Mollusca	Octopoda	Argonautidae	Argonauta
Invertebrates	Argopecten purpuratus	D		29	4	354573		Mollusca	Pectinida	Pectinidae	Argopecten
Invertebrates	Argopecten ventricosus	F		0	0	901243		Mollusca	Pectinida	Pectinidae	Argopecten
Invertebrates	Aristeus semidentatus	D	Aristeus semidentatus,Aristeus virilis,Aristeus alcocki	3	1	344109	BOLD:ADW5056,BOLD:AAO6771,BOLD:AAO6770	Arthropoda	Decapoda	Aristeidae	Aristeus
Invertebrates	Armina californica	D	Armina californica	3	2	277029	BOLD:AAG1573	Mollusca	Nudibranchia	Arminidae	Armina
Invertebrates	Artacama valparaisiensis	F		0	0	667508		Annelida	Terebellida	Terebellidae	Artacama
Invertebrates	Asteronyx loveni	C	Asteronyx loveni	14	4	140269	BOLD:AAM2918,BOLD:AAD8519,BOLD:AAM2917,BOLD:ACJ9851	Echinodermata	Euryalida	Asteronychidae	Asteronyx
Invertebrates	Asteroschema sublaeve	D	Asteroschema sublaeve	1	1	140272	BOLD:AAJ9638	Echinodermata	Euryalida	Euryalidae	Asteroschema
Invertebrates	Astrometis sertulifera	D	Astrometis sertulifera,Asteropsis carinifera	2	1	218143	BOLD:AAF8609,BOLD:ADO5161	Echinodermata	Forcipulatida	Asteriidae	Astrometis
Invertebrates	Astropyga pulvinata	F		0	0	171239		Echinodermata	Diadematoida	Diadematidae	Astropyga
Invertebrates	Astrotoma agassizii	C	Astrotoma agassizii	9	1	208492	BOLD:AAT9251,BOLD:AAC7432,BOLD:ABZ5106,BOLD:AAZ7248,BOLD:ADX2888,BOLD:AAN2801	Echinodermata	Euryalida	Gorgonocephalidae	Astrotoma
Invertebrates	Asychis amphiglyptus	F		0	0	667506		Annelida	check_spell	Maldanidae	Asychis
Invertebrates	Athorybia rosacea	D		2	1	24340		Cnidaria	Siphonophorae	Agalmatidae	Athorybia
Invertebrates	Athyonidium chilensis	D	Athyonidium chilensis	2	1	197347	BOLD:AAE4615	Echinodermata	Dendrochirotida	Cucumariidae	Athyonidium
Invertebrates	Atlanta peronii	E**	Atlanta peronii,Oxygyrus inflatus	37	1	656431	BOLD:ADH1325,BOLD:ADH2075,BOLD:ADH1326,BOLD:ADH2136,BOLD:ACQ5600,BOLD:ADG9403,BOLD:ADH2076,BOLD:ADH2077,BOLD:ADH1276,BOLD:ADH1275	Mollusca	Littorinimorpha	Atlantidae	Atlanta
Invertebrates	Atolla wyvillei	D	Atolla wyvillei	1	1	781081	BOLD:ACQ8467,BOLD:AAG4832	Cnidaria	Coronatae	Atollidae	Atolla
Invertebrates	Aulacomya atra	D		0	1	259302		Mollusca	Mytilida	Mytilidae	Aulacomya
Invertebrates	Australostichopus mollis	A	Australostichopus mollis	7	2	198921	BOLD:AAD2392	Echinodermata	Synallactida	Stichopodidae	Australostichopus
Invertebrates	Austrolaenilla antarctica	F		0	0	682543		Annelida	Phyllodocida	Polynoidae	Austrolaenilla
Invertebrates	Austrolittorina araucana	F		0	0	81331		Mollusca	Littorinimorpha	Littorinidae	Austrolittorina
Invertebrates	Austrolittorina fernandezensis	F		0	0	82685		Mollusca	Littorinimorpha	Littorinidae	Austrolittorina
Invertebrates	Austromegabalanus psittacus	F		0	0	799574		Arthropoda	Sessilia	Balanidae	Austromegabalanus
Invertebrates	Austropandalus grayi	D	Austropandalus grayi	2	1	393141	BOLD:AAZ5400	Arthropoda	Decapoda	Pandalidae	Austropandalus
Invertebrates	Barbatia reeveana	F		0	0	25398		Mollusca	Arcida	Arcidae	Barbatia
Invertebrates	Bassia bassensis	D		1	1	455875		Cnidaria	Siphonophorae	Abylidae	Bassia
Invertebrates	Bathybiaster loripes	E**	Bathybiaster loripes,Psilaster acuminatus	19	1	193706	BOLD:AAC7433,BOLD:ABZ1888	Echinodermata	Paxillosida	Astropectinidae	Bathybiaster
Invertebrates	Bathymargarites symplector	F		0	0	82335		Mollusca	Seguenziida	Seguenziidae	Bathymargarites
Invertebrates	Bathymodiolus thermophilus	F		0	0	31810		Mollusca	Mytilida	Mytilidae	Bathymodiolus
Invertebrates	Bathyteuthis abyssicola	D	Bathyteuthis abyssicola	3	2	33338	BOLD:AAD8920,BOLD:AAD8921,BOLD:AAW2803	Mollusca	unassigned	Bathyteuthidae	Bathyteuthis
Invertebrates	Bathyteuthis bacidifera	F		0	0	795173		Mollusca	unassigned	Bathyteuthidae	Bathyteuthis
Invertebrates	Beania magellanica	F		0	0	667569		Bryozoa	Cheilostomatida	Beaniidae	Beania
Invertebrates	Benthodytes sanguinolenta	D		15	3	223129		Echinodermata	Elasipodida	Psychropotidae	Benthodytes
Invertebrates	Betaeus truncatus	D	Betaeus truncatus	1	1	393143	BOLD:ABV9618	Arthropoda	Decapoda	Alpheidae	Betaeus
Invertebrates	Bivetiella pulchra	F		0	0	507524		Mollusca	Neogastropoda	Cancellariidae	Bivetiella
Invertebrates	Bolocera tuediae	D	Urticina felina,Bolocera tuediae,Urticinopsis antarctica	1	1	599955	BOLD:AAG1974	Cnidaria	Actiniaria	Actiniidae	Bolocera
Invertebrates	Bostrycapulus aculeatus	D		5	3	25462		Mollusca	Littorinimorpha	Calyptraeidae	Bostrycapulus
Invertebrates	Bougainvillia muscoides	D		0	1	726288		Cnidaria	Anthoathecata	Bougainvilliidae	Bougainvillia
Invertebrates	Brachidontes granulatus	F		0	0	717548		Mollusca	Mytilida	Mytilidae	Brachidontes
Invertebrates	Branchinotogluma sandersi	F		0	0	671321		Annelida	Phyllodocida	Polynoidae	Branchinotogluma
Invertebrates	Branchipolynoe symmytilida	F		0	0	28523		Annelida	Phyllodocida	Polynoidae	Branchipolynoe
Invertebrates	Bufonaria rana	F		0	0	902292		Mollusca	Littorinimorpha	Bursidae	Bufonaria
Invertebrates	Bugula neritina	E**	Bugula neritina,Bugulina stolonifera	129	4	31585	BOLD:AAD2484,BOLD:AAW7349,BOLD:ADX8528,BOLD:AAD2483,BOLD:AAD2482	Bryozoa	Cheilostomatida	Bugulidae	Bugula
Invertebrates	Bulla gouldiana	F		0	0	33125		Mollusca	Cephalaspidea	Bullidae	Bulla
Invertebrates	Bulla punctulata	F		0	0	164276		Mollusca	Cephalaspidea	Bullidae	Bulla
Invertebrates	Bursa cruentata	D		12	2	85064		Mollusca	Littorinimorpha	Bursidae	Bursa
Invertebrates	Bursa granularis	E**	Bursa granularis,Bufonaria perelegans	85	4	276907	BOLD:ACB7446,BOLD:ABY1181,BOLD:ADG8912,BOLD:ABX8503,BOLD:ABX7785,BOLD:ADG8911	Mollusca	Littorinimorpha	Bursidae	Bursa
Invertebrates	Bythograea galapagensis	F		0	0	503215		Arthropoda	Decapoda	Bythograeidae	Bythograea
Invertebrates	Bythograea microps	F		0	0	503217		Arthropoda	Decapoda	Bythograeidae	Bythograea
Invertebrates	Bythograea thermydron	F		0	0	503218		Arthropoda	Decapoda	Bythograeidae	Bythograea
Invertebrates	Caecosagitta macrocephala	F		0	0	216025		Chaetognatha	Aphragmophora	Sagittidae	Caecosagitta
Invertebrates	Calanoides acutus	F		0	0	32382		Arthropoda	Calanoida	Calanidae	Calanoides
Invertebrates	Calanus chilensis	F		0	0	31237		Arthropoda	Calanoida	Calanidae	Calanus
Invertebrates	Calanus finmarchicus	E**	Calanus glacialis,Calanus marshallae,Calanus finmarchicus	4	1	31235	BOLD:AAM9477,BOLD:ACP6217,BOLD:ACP5847	Arthropoda	Calanoida	Calanidae	Calanus
Invertebrates	Calanus helgolandicus	D		7	2	25132		Arthropoda	Calanoida	Calanidae	Calanus
Invertebrates	Calanus propinquus	F		0	0	655812		Arthropoda	Calanoida	Calanidae	Calanus
Invertebrates	Calanus simillimus	F		0	0	31231		Arthropoda	Calanoida	Calanidae	Calanus
Invertebrates	Calcinus nitidus	D	Calcinus minutus,Calcinus nitidus	2	1	84078	BOLD:AAC3401	Arthropoda	Decapoda	Diogenidae	Calcinus
Invertebrates	Calcinus obscurus	F		0	0	247122		Arthropoda	Decapoda	Diogenidae	Calcinus
Invertebrates	Californiconus californicus	B	Californiconus californicus	6	1	786509	BOLD:AAA7643	Mollusca	Neogastropoda	Conidae	Californiconus
Invertebrates	Caligus coryphaenae	C	Caligus coryphaenae	10	1	24345	BOLD:AAE8404,BOLD:AAE8403	Arthropoda	Siphonostomatoida	Caligidae	Caligus
Invertebrates	Callinectes arcuatus	D	Callinectes arcuatus	3	1	30547	BOLD:AAI6953,BOLD:ACD2590	Arthropoda	Decapoda	Portunidae	Callinectes
Invertebrates	Callipallene margarita	B	Callipallene margarita	7	1	236164	BOLD:AAZ5309	Arthropoda	Pantopoda	Callipallenidae	Callipallene
Invertebrates	Callochiton bouveti	D	Callochiton bouveti	3	1	223197	BOLD:AAF8398	Mollusca	Chitonida	Callochitonidae	Callochiton
Invertebrates	Callochiton puniceus	F		0	0	649868		Mollusca	Chitonida	Callochitonidae	Callochiton
Invertebrates	Calocalanus pavo	D		2	2	302293		Arthropoda	Calanoida	Paracalanidae	Calocalanus
Invertebrates	Calocalanus styliremis	D		1	1	668273		Arthropoda	Calanoida	Paracalanidae	Calocalanus
Invertebrates	Calyptogena magnifica	F		0	0	30917		Mollusca	Venerida	Vesicomyidae	Calyptogena
Invertebrates	Cancellaria albida	D	Cancellaria jayana,Cancellaria pulchra,Cancellaria albida	1	1	315470	BOLD:AAN2821	Mollusca	Neogastropoda	Cancellariidae	Cancellaria
Invertebrates	Cancellaria indentata	D	Cancellaria indentata	1	1	315473	BOLD:AAW8282	Mollusca	Neogastropoda	Cancellariidae	Cancellaria
Invertebrates	Cancer porteri	D		8	2	212130		Arthropoda	Decapoda	Cancridae	Cancer
Invertebrates	Candacia bipinnata	F		0	0	152219		Arthropoda	Calanoida	Candaciidae	Candacia
Invertebrates	Candacia bispinosa	D		9	1	655821		Arthropoda	Calanoida	Candaciidae	Candacia
Invertebrates	Candacia catula	D		6	2	349754		Arthropoda	Calanoida	Candaciidae	Candacia
Invertebrates	Candacia curta	D		17	2	302295		Arthropoda	Calanoida	Candaciidae	Candacia
Invertebrates	Candacia ethiopica	D		3	2	18224		Arthropoda	Calanoida	Candaciidae	Candacia
Invertebrates	Candacia longimana	F		0	0	31017		Arthropoda	Calanoida	Candaciidae	Candacia
Invertebrates	Candacia pachydactyla	F		0	0	302294		Arthropoda	Calanoida	Candaciidae	Candacia
Invertebrates	Candacia simplex	D		10	4	349790		Arthropoda	Calanoida	Candaciidae	Candacia
Invertebrates	Candacia truncata	D		4	1	302289		Arthropoda	Calanoida	Candaciidae	Candacia
Invertebrates	Canthocalanus pauper	D		12	2	211408		Arthropoda	Calanoida	Calanidae	Canthocalanus
